Run,BioSample,BioProject,Organism,sub_group,DATASTORE_filetype,SRA_Study,era,era_guess,age,comments
ERR979319,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979320,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979321,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979322,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979323,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979324,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979325,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979326,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979327,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979328,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979329,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979330,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979331,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979332,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979334,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979335,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979336,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979337,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979338,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979339,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979340,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979342,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979343,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979344,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979345,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979346,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979347,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979348,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979349,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979350,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979351,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979352,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979353,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979354,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979357,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979358,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979359,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979360,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979361,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979362,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979363,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979364,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979365,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979366,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979367,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979368,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979369,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979370,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979371,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979372,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979373,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979374,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979375,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979376,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979377,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979378,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979379,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979380,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979381,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979382,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979383,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979384,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979385,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979386,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979387,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979388,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979389,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979390,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979391,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979392,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979393,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979396,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979397,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979398,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979399,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979400,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979401,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979402,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979403,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979405,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979406,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979407,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979408,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979409,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979410,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979411,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979412,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979413,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979414,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979415,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979416,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979417,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979418,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979419,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979420,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979422,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979423,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979424,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979425,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979427,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979428,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979429,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979430,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979431,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979432,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979433,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979434,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979435,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979436,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979437,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979438,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979439,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979441,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979442,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979443,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979444,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979446,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979447,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979448,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979449,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979450,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979451,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979452,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979453,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979454,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979455,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979457,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979458,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979459,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979460,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979461,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979462,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979463,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979465,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979466,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979467,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979468,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979469,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979470,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979471,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979472,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979473,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979474,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979475,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979476,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979477,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979478,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979480,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979481,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979482,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979483,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979485,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979486,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979487,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979488,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979489,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979490,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979491,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
